frequency_hz,eq_copy_db,source_variant,smoothing,pipeline_version
77.10997844864426,-0.6669022125482372,v17_v15w_weighted_all,none,V17.0-operative
78.15763107116209,-0.6666892586931418,v17_v15w_weighted_all,none,V17.0-operative
79.21951759750858,-0.6664670742272868,v17_v15w_weighted_all,none,V17.0-operative
80.29583141623053,-0.6662362514844589,v17_v15w_weighted_all,none,V17.0-operative
81.38676854334292,-0.665994624228186,v17_v15w_weighted_all,none,V17.0-operative
82.49252765802706,-0.6657430469893918,v17_v15w_weighted_all,none,V17.0-operative
83.61331013881345,-0.6654799014577782,v17_v15w_weighted_all,none,V17.0-operative
84.74932010025657,-0.6652047661248457,v17_v15w_weighted_all,none,V17.0-operative
85.90076443010773,-0.6649172765741224,v17_v15w_weighted_all,none,V17.0-operative
87.06785282699303,-0.6646153966252503,v17_v15w_weighted_all,none,V17.0-operative
88.25079783860326,-1.0041794528475665,v17_v15w_weighted_all,none,V17.0-operative
89.44981490040259,-1.0038657545163645,v17_v15w_weighted_all,none,V17.0-operative
90.6651223748633,-1.0035516058952143,v17_v15w_weighted_all,none,V17.0-operative
91.8969415912334,-1.0032368289948357,v17_v15w_weighted_all,none,V17.0-operative
93.14549688584478,-1.6983367877872635,v17_v15w_weighted_all,none,V17.0-operative
94.41101564296876,-1.6985093422450173,v17_v15w_weighted_all,none,V17.0-operative
95.69372833622678,-1.699264527288674,v17_v15w_weighted_all,none,V17.0-operative
96.99386857056398,-1.728765922613936,v17_v15w_weighted_all,none,V17.0-operative
98.31167312479268,-1.7590016487308726,v17_v15w_weighted_all,none,V17.0-operative
99.64738199471412,-1.773143992159032,v17_v15w_weighted_all,none,V17.0-operative
101.00123843682596,-1.7376451104759028,v17_v15w_weighted_all,none,V17.0-operative
102.37348901262352,-1.1106497283485512,v17_v15w_weighted_all,none,V17.0-operative
103.76438363350329,-1.0570055101606952,v17_v15w_weighted_all,none,V17.0-operative
105.17417560627614,-0.9867172434891496,v17_v15w_weighted_all,none,V17.0-operative
106.60312167929898,-0.8504818263156547,v17_v15w_weighted_all,none,V17.0-operative
108.05148208923328,-0.712888196862663,v17_v15w_weighted_all,none,V17.0-operative
109.5195206084389,-0.7047638736703106,v17_v15w_weighted_all,none,V17.0-operative
111.00750459301156,-0.7058813304921745,v17_v15w_weighted_all,none,V17.0-operative
112.5157050314734,-0.6919691256476681,v17_v15w_weighted_all,none,V17.0-operative
114.04439659412468,-0.6867435880662945,v17_v15w_weighted_all,none,V17.0-operative
115.59385768306628,-0.6858077208727955,v17_v15w_weighted_all,none,V17.0-operative
117.16437048290156,-0.6848290535278447,v17_v15w_weighted_all,none,V17.0-operative
118.75622101212733,-0.6837979046257544,v17_v15w_weighted_all,none,V17.0-operative
120.36969917522296,-0.682716354771954,v17_v15w_weighted_all,none,V17.0-operative
122.00509881544708,-0.6815785493853121,v17_v15w_weighted_all,none,V17.0-operative
123.66271776835184,-0.6803799767278229,v17_v15w_weighted_all,none,V17.0-operative
125.34285791602392,-0.6791212655807448,v17_v15w_weighted_all,none,V17.0-operative
127.0458252420628,-0.6777895694270116,v17_v15w_weighted_all,none,V17.0-operative
128.77192988730573,-0.6763909338713995,v17_v15w_weighted_all,none,V17.0-operative
130.52148620631013,-0.6749106245480886,v17_v15w_weighted_all,none,V17.0-operative
